devanagari,iast,slp1,count,pct,slot1,slot2,slot3,slot4,slot5
ग्दौ,gdau,gdO,1,0.0,0,0,1,0,0
प्स्थि,psthi,psTi,1,0.0,0,0,1,0,0
प्पा,ppā,ppA,1,0.0,0,0,1,0,0
ङ्ग्वे,ṅgve,Ngve,1,0.0,0,0,1,0,0
ब्भु,bbhu,bBu,1,0.0,0,0,1,0,0
ड्दुः,ḍduḥ,qduH,1,0.0,0,0,1,0,0
व्नी,vnī,vnI,1,0.0,0,0,1,0,0
स्थ्न्य,sthnya,sTnya,1,0.0,0,0,1,0,0
ट्पू,ṭpū,wpU,1,0.0,0,0,1,0,0
ट्स्रं,ṭsraṃ,wsraM,1,0.0,0,0,1,0,0
क्थ्यु,kthyu,kTyu,1,0.0,0,0,1,0,0
ण्ठ्यु,ṇṭhyu,RWyu,1,0.0,0,0,1,0,0
ग्भ्रं,gbhraṃ,gBraM,1,0.0,0,0,1,0,0
ष्ट्र्य,ṣṭrya,zwrya,1,0.0,0,0,1,0,0
ट्वौ,ṭvau,wvO,1,0.0,0,0,1,0,0
ठीः,ṭhīḥ,WIH,1,0.0,0,0,1,0,0
ग्ध्याः,gdhyāḥ,gDyAH,1,0.0,0,0,1,0,0
ट्चू,ṭcū,wcU,1,0.0,0,0,1,0,0
ष्प्यु,ṣpyu,zpyu,1,0.0,0,0,1,0,0
क्क्रो,kkro,kkro,1,0.0,0,0,1,0,0
ह्मीः,hmīḥ,hmIH,1,0.0,0,0,1,0,0
क्स्वे,ksve,ksve,1,0.0,0,0,1,0,0
ङ्क्षीं,ṅkṣīṃ,NkzIM,1,0.0,0,0,1,0,0
क्थिः,kthiḥ,kTiH,1,0.0,0,0,1,0,0
क्शे,kśe,kSe,1,0.0,0,0,1,0,0
ण्ड्वौ,ṇḍvau,RqvO,1,0.0,0,0,1,0,0
क्स्फु,ksphu,ksPu,1,0.0,0,0,1,0,0
ज्ज्ञि,jjñi,jjYi,1,0.0,0,0,1,0,0
ण्ड्रैः,ṇḍraiḥ,RqrEH,1,0.0,0,0,1,0,0
र्ध्रीं,rdhrīṃ,rDrIM,1,0.0,0,0,1,0,0
क्शृ,kśṛ,kSf,1,0.0,0,0,1,0,0
ज्व्या,jvyā,jvyA,1,0.0,0,0,1,0,0
ट्कैः,ṭkaiḥ,wkEH,1,0.0,0,0,1,0,0
क्त्रु,ktru,ktru,1,0.0,0,0,1,0,0
क्क्षौ,kkṣau,kkzO,1,0.0,0,0,1,0,0
द्घ्नै,dghnai,dGnE,1,0.0,0,0,1,0,0
ख्वा,khvā,KvA,1,0.0,0,0,1,0,0
ह्विः,hviḥ,hviH,1,0.0,0,0,0,1,0
श्गु,śgu,Sgu,1,0.0,0,0,1,0,0
ज्शु,jśu,jSu,1,0.0,1,0,0,0,0
ब्घ,bgha,bGa,1,0.0,1,0,0,0,0
न्थ्यो,nthyo,nTyo,1,0.0,1,0,0,0,0
न्त्वृ,ntvṛ,ntvf,1,0.0,1,0,0,0,0
स्फ्यै,sphyai,sPyE,1,0.0,1,0,0,0,0
त्थीं,tthīṃ,tTIM,1,0.0,1,0,0,0,0
श्न्य,śnya,Snya,1,0.0,1,0,0,0,0
ड्धु,ḍdhu,qDu,1,0.0,1,0,0,0,0
ङ्धी,ṅdhī,NDI,1,0.0,1,0,0,0,0
ञ्च्यै,ñcyai,YcyE,1,0.0,1,0,0,0,0
र्श्म,rśma,rSma,1,0.0,1,0,0,0,0
प्स्वां,psvāṃ,psvAM,1,0.0,1,0,0,0,0
त्थ्यौ,tthyau,tTyO,1,0.0,1,0,0,0,0
न्ध्रीः,ndhrīḥ,nDrIH,1,0.0,0,0,1,0,0
ङ्घ्र्यु,ṅghryu,NGryu,1,0.0,0,0,0,1,0
ङ्नॄ,ṅnṝ,NnF,1,0.0,0,0,0,1,0
ष्ण्यृ,ṣṇyṛ,zRyf,1,0.0,0,0,0,1,0
द्दोः,ddoḥ,ddoH,1,0.0,0,0,0,1,0
ड्बृ,ḍbṛ,qbf,1,0.0,0,0,0,1,0
ष्प्लु,ṣplu,zplu,1,0.0,0,0,0,1,0
ब्जु,bju,bju,1,0.0,0,0,0,1,0
ब्व्यो,bvyo,bvyo,1,0.0,0,0,0,1,0
ङ्क्ले,ṅkle,Nkle,1,0.0,0,0,0,1,0
म्ल्,ml,ml,1,0.0,0,0,0,1,0
स्णां,sṇāṃ,sRAM,1,0.0,0,0,0,1,0
त्मः,tmaḥ,tmaH,1,0.0,0,0,0,1,0
ङ्घ्र्यू,ṅghryū,NGryU,1,0.0,0,0,0,1,0
ग्ली,glī,glI,1,0.0,0,0,0,1,0
म्व्,mv,mv,1,0.0,0,0,0,1,0
न्य्वोः,nyvoḥ,nyvoH,1,0.0,0,0,0,1,0
द्भ्रूः,dbhrūḥ,dBrUH,1,0.0,0,0,0,1,0
र्द्ध्यु,rddhyu,rdDyu,1,0.0,0,0,0,1,0
ङ्घ्र्या,ṅghryā,NGryA,1,0.0,0,0,0,1,0
ङ्न्र,ṅnra,Nnra,1,0.0,0,0,0,1,0
ङ्घ्रा,ṅghrā,NGrA,1,0.0,0,0,0,1,0
न्श्रि,nśri,nSri,1,0.0,0,0,0,1,0
व्रौ,vrau,vrO,1,0.0,0,0,0,1,0
ञ्श्लो,ñślo,YSlo,1,0.0,0,0,0,1,0
द्दौः,ddauḥ,ddOH,1,0.0,0,0,0,1,0
र्हुं,rhuṃ,rhuM,1,0.0,0,0,0,1,0
न्जा,njā,njA,1,0.0,0,0,0,1,0
ग्ध्यौ,gdhyau,gDyO,1,0.0,0,0,0,1,0
क्ष्वै,kṣvai,kzvE,1,0.0,0,0,0,1,0
न्ल,nla,nla,1,0.0,0,0,0,1,0
ष्ठ्व,ṣṭhva,zWva,1,0.0,0,0,0,1,0
न्शी,nśī,nSI,1,0.0,0,0,0,1,0
श्म्ये,śmye,Smye,1,0.0,0,0,0,1,0
न्श्र,nśra,nSra,1,0.0,0,0,0,1,0
न्स्त्री,nstrī,nstrI,1,0.0,0,0,0,1,0
र्म्यु,rmyu,rmyu,1,0.0,0,0,0,1,0
ध्वोः,dhvoḥ,DvoH,1,0.0,0,0,0,1,0
ङ्ध्वं,ṅdhvaṃ,NDvaM,1,0.0,0,0,0,1,0
छ्रीः,chrīḥ,CrIH,1,0.0,0,0,0,1,0
भ्व्यः,bhvyaḥ,BvyaH,1,0.0,0,0,0,1,0
भ्व्य,bhvya,Bvya,1,0.0,0,0,0,1,0
र्ग्यै,rgyai,rgyE,1,0.0,0,0,0,1,0
भ्नी,bhnī,BnI,1,0.0,1,0,0,0,0
न्वों,nvoṃ,nvoM,1,0.0,1,0,0,0,0
त्स्यीं,tsyīṃ,tsyIM,1,0.0,0,0,0,1,0
ग्गू,ggū,ggU,1,0.0,0,0,0,1,0
त्प्लो,tplo,tplo,1,0.0,0,0,0,1,0
ञ्जृ,ñjṛ,Yjf,1,0.0,0,0,0,1,0
न्क्ष्मा,nkṣmā,nkzmA,1,0.0,0,0,0,1,0
त्क्ली,tklī,tklI,1,0.0,0,0,0,1,0
न्व्यू,nvyū,nvyU,1,0.0,0,0,0,1,0
त्क्ष्मा,tkṣmā,tkzmA,1,0.0,0,0,0,1,0
ष्स्व,ṣsva,zsva,1,0.0,0,0,0,1,0
न्घ्न,nghna,nGna,1,0.0,0,0,0,1,0
त्क्ष्मां,tkṣmāṃ,tkzmAM,1,0.0,0,0,0,1,0
ग्ज्वा,gjvā,gjvA,1,0.0,0,0,0,1,0
न्स्य,nsya,nsya,1,0.0,0,0,0,1,0
न्सी,nsī,nsI,1,0.0,0,0,0,1,0
ञ्श्ला,ñślā,YSlA,1,0.0,0,0,0,1,0
व्नु,vnu,vnu,1,0.0,0,0,0,1,0
न्प्लु,nplu,nplu,1,0.0,0,0,0,1,0
द्नृ,dnṛ,dnf,1,0.0,0,0,1,0,0
स्च,sca,sca,1,0.0,0,0,1,0,0
क्ख्या,kkhyā,kKyA,1,0.0,0,0,1,0,0
र्ष्टां,rṣṭāṃ,rzwAM,1,0.0,0,1,0,0,0
ष्योः,ṣyoḥ,zyoH,1,0.0,0,1,0,0,0
र्ढ्यो,rḍhyo,rQyo,1,0.0,0,0,0,1,0
स्फ्रें,sphreṃ,sPreM,1,0.0,0,0,0,1,0
म्नौ,mnau,mnO,1,0.0,1,0,0,0,0
प्म्नः,pmnaḥ,pmnaH,1,0.0,1,0,0,0,0
त्नोः,tnoḥ,tnoH,1,0.0,1,0,0,0,0
श्न्यां,śnyāṃ,SnyAM,1,0.0,1,0,0,0,0
र्ल्व,rlva,rlva,1,0.0,1,0,0,0,0
न्त्सी,ntsī,ntsI,1,0.0,1,0,0,0,0
च्ञे,cñe,cYe,1,0.0,0,0,1,0,0
र्द्धौ,rddhau,rdDO,1,0.0,0,0,1,0,0
न्त्वैः,ntvaiḥ,ntvEH,1,0.0,0,0,1,0,0
ज्ज्वै,jjvai,jjvE,1,0.0,0,0,1,0,0
ष्ट्,ṣṭ,zw,1,0.0,0,0,1,0,0
ङ्म्ला,ṅmlā,NmlA,1,0.0,0,0,1,0,0
म्ब्ये,mbye,mbye,1,0.0,0,0,1,0,0
म्शु,mśu,mSu,1,0.0,0,0,1,0,0
ङ्घ्याः,ṅghyāḥ,NGyAH,1,0.0,0,0,1,0,0
त्म्,tm,tm,1,0.0,0,0,1,0,0
म्स,msa,msa,1,0.0,0,0,1,0,0
बूः,būḥ,bUH,1,0.0,0,0,1,0,0
क्र्टिः,krṭiḥ,krwiH,1,0.0,0,0,1,0,0
स्रू,srū,srU,1,0.0,0,0,1,0,0
र्क्षि,rkṣi,rkzi,1,0.0,0,1,0,0,0
न्द्र्यृ,ndryṛ,ndryf,1,0.0,0,1,0,0,0
क्ल्य,klya,klya,1,0.0,0,1,0,0,0
ष्तौ,ṣtau,ztO,1,0.0,0,1,0,0,0
घ्व्य,ghvya,Gvya,1,0.0,0,1,0,0,0
ट्त्वे,ṭtve,wtve,1,0.0,0,1,0,0,0
र्त्र्य,rtrya,rtrya,1,0.0,0,1,0,0,0
प्प्ल,ppla,ppla,1,0.0,0,1,0,0,0
क्ष्ण्यो,kṣṇyo,kzRyo,1,0.0,0,1,0,0,0
ल्फाः,lphāḥ,lPAH,1,0.0,0,1,0,0,0
ण्ढां,ṇḍhāṃ,RQAM,1,0.0,0,1,0,0,0
ग्जृ,gjṛ,gjf,1,0.0,0,1,0,0,0
ङ्क्षां,ṅkṣāṃ,NkzAM,1,0.0,0,1,0,0,0
ल्भ्यैः,lbhyaiḥ,lByEH,1,0.0,1,0,0,0,0
झ्,jh,J,1,0.0,1,0,0,0,0
ण्व्य,ṇvya,Rvya,1,0.0,1,0,0,0,0
न्कां,nkāṃ,nkAM,1,0.0,0,0,1,0,0
श्त्रि,śtri,Stri,1,0.0,0,0,1,0,0
म्ड,mḍa,mqa,1,0.0,0,0,1,0,0
र्त्न्यां,rtnyāṃ,rtnyAM,1,0.0,0,0,1,0,0
म्प्रू,mprū,mprU,1,0.0,0,0,0,0,1
न्थ्यां,nthyāṃ,nTyAM,1,0.0,0,0,0,1,0
र्त्स्ने,rtsne,rtsne,1,0.0,0,0,1,0,0
क्पौ,kpau,kpO,1,0.0,0,0,1,0,0
ण्ठु,ṇṭhu,RWu,1,0.0,0,0,1,0,0
ग्म्य्,gmy,gmy,1,0.0,1,0,0,0,0
प्क,pka,pka,1,0.0,1,0,0,0,0
र्ध्यौ,rdhyau,rDyO,1,0.0,1,0,0,0,0
न्त्वः,ntvaḥ,ntvaH,1,0.0,1,0,0,0,0
न्त्स्तो,ntsto,ntsto,1,0.0,1,0,0,0,0
ट्क्षा,ṭkṣā,wkzA,1,0.0,0,0,0,1,0
ह्रै,hrai,hrE,1,0.0,0,0,0,1,0
ब्द्र,bdra,bdra,1,0.0,0,0,0,1,0
ज्वै,jvai,jvE,1,0.0,0,0,0,1,0
दें,deṃ,deM,1,0.0,0,0,0,1,0
न्द्रृ,ndrṛ,ndrf,1,0.0,0,0,0,1,0
ह्रौ,hrau,hrO,1,0.0,0,0,0,1,0
रें,reṃ,reM,1,0.0,0,0,0,1,0
र्तें,rteṃ,rteM,1,0.0,0,0,0,1,0
फ्रैं,phraiṃ,PrEM,1,0.0,0,0,0,1,0
नैं,naiṃ,nEM,1,0.0,0,0,0,1,0
मैं,maiṃ,mEM,1,0.0,0,0,0,1,0
तैं,taiṃ,tEM,1,0.0,0,0,0,1,0
ढ्यौ,ḍhyau,QyO,1,0.0,0,0,0,1,0
द्दः,ddaḥ,ddaH,1,0.0,0,0,0,1,0
न्ह्ये,nhye,nhye,1,0.0,0,0,0,1,0
र्किः,rkiḥ,rkiH,1,0.0,0,0,0,1,0
र्रा,rrā,rrA,1,0.0,0,0,0,1,0
द्वृं,dvṛṃ,dvfM,1,0.0,0,0,0,1,0
ल्ग्वी,lgvī,lgvI,1,0.0,0,0,0,1,0
फ्त,phta,Pta,1,0.0,0,0,0,1,0
क्रृ,krṛ,krf,1,0.0,0,0,0,1,0
न्घः,nghaḥ,nGaH,1,0.0,0,0,0,1,0
श्त,śta,Sta,1,0.0,0,0,0,1,0
ल्थ,ltha,lTa,1,0.0,0,0,0,1,0
ग्द्ध्वा,gddhvā,gdDvA,1,0.0,0,0,0,1,0
द्व्रा,dvrā,dvrA,1,0.0,0,0,0,1,0
ण्क्षे,ṇkṣe,Rkze,1,0.0,0,0,0,1,0
र्ष्टिः,rṣṭiḥ,rzwiH,1,0.0,0,0,0,1,0
ह्न्यो,hnyo,hnyo,1,0.0,0,0,0,1,0
य्यी,yyī,yyI,1,0.0,0,0,0,1,0
ग्लैं,glaiṃ,glEM,1,0.0,0,0,0,1,0
ग्लां,glāṃ,glAM,1,0.0,0,0,0,1,0
गैं,gaiṃ,gEM,1,0.0,0,0,0,1,0
सृं,sṛṃ,sfM,1,0.0,0,0,0,1,0
क्ष्ठी,kṣṭhī,kzWI,1,0.0,0,0,0,1,0
ट्स्था,ṭsthā,wsTA,1,0.0,0,0,0,1,0
ण्डों,ṇḍoṃ,RqoM,1,0.0,0,0,0,1,0
त्स्तै,tstai,tstE,1,0.0,0,0,0,1,0
ष्ठ्यु,ṣṭhyu,zWyu,1,0.0,0,0,0,1,0
च्छ्राः,cchrāḥ,cCrAH,1,0.0,0,0,0,1,0
द्ध्वः,ddhvaḥ,dDvaH,1,0.0,0,0,0,1,0
ट्ते,ṭte,wte,1,0.0,0,0,0,1,0
ड्यि,ḍyi,qyi,1,0.0,0,0,0,1,0
ग्की,gkī,gkI,1,0.0,0,0,0,1,0
व्भ्यः,vbhyaḥ,vByaH,1,0.0,1,0,0,0,0
न्ध्वां,ndhvāṃ,nDvAM,1,0.0,1,0,0,0,0
र्ष्वाः,rṣvāḥ,rzvAH,1,0.0,1,0,0,0,0
च्यू,cyū,cyU,1,0.0,1,0,0,0,0
ष्ट्रिः,ṣṭriḥ,zwriH,1,0.0,1,0,0,0,0
ह्नुं,hnuṃ,hnuM,1,0.0,0,0,0,0,1
च्युः,cyuḥ,cyuH,1,0.0,1,0,0,0,0
प्व्,pv,pv,1,0.0,1,0,0,0,0
णों,ṇoṃ,RoM,1,0.0,1,0,0,0,0
स्यृ,syṛ,syf,1,0.0,1,0,0,0,0
र्ग्यौ,rgyau,rgyO,1,0.0,1,0,0,0,0
ष्ठ्यैः,ṣṭhyaiḥ,zWyEH,1,0.0,1,0,0,0,0
ड्ढ्य,ḍḍhya,qQya,1,0.0,1,0,0,0,0
ट्स्तृ,ṭstṛ,wstf,1,0.0,1,0,0,0,0
घ्र्य्,ghry,Gry,1,0.0,1,0,0,0,0
त्ग,tga,tga,1,0.0,0,0,0,1,0
र्म्म्याः,rmmyāḥ,rmmyAH,1,0.0,0,0,0,1,0
र्म्म्या,rmmyā,rmmyA,1,0.0,0,0,0,1,0
र्म्म्यौ,rmmyau,rmmyO,1,0.0,0,0,0,1,0
र्म्मौ,rmmau,rmmO,1,0.0,0,0,0,1,0
र्म्मः,rmmaḥ,rmmaH,1,0.0,0,0,0,1,0
र्च्च,rcca,rcca,1,0.0,0,0,0,1,0
र्व्वा,rvvā,rvvA,1,0.0,0,0,0,1,0
य्ज,yja,yja,1,0.0,0,0,0,0,1
द्य्मे,dyme,dyme,1,0.0,0,0,0,0,1
व्हा,vhā,vhA,1,0.0,0,0,0,0,1
ञ्च्यं,ñcyaṃ,YcyaM,1,0.0,0,0,0,0,1
त्शु,tśu,tSu,1,0.0,0,0,0,0,1
क्ट्वा,kṭvā,kwvA,1,0.0,0,0,0,0,1
ट्द्व्य,ṭdvya,wdvya,1,0.0,0,0,0,0,1
ष्ठिं,ṣṭhiṃ,zWiM,1,0.0,0,0,0,0,1
ङ्ख्यो,ṅkhyo,NKyo,1,0.0,0,0,0,0,1
द्द्द्र,dddra,dddra,1,0.0,0,0,0,0,1
ञ्च्यु,ñcyu,Ycyu,1,0.0,0,0,0,0,1
ट्न,ṭna,wna,1,0.0,0,0,0,0,1
र्ध्रः,rdhraḥ,rDraH,1,0.0,0,0,1,0,0
ह्ल्यं,hlyaṃ,hlyaM,1,0.0,0,0,1,0,0
ब्यां,byāṃ,byAM,1,0.0,0,0,1,0,0
न्ध्रौ,ndhrau,nDrO,1,0.0,0,0,1,0,0
म्निं,mniṃ,mniM,1,0.0,0,0,1,0,0
ष्न्,ṣn,zn,1,0.0,1,0,0,0,0
न्हः,nhaḥ,nhaH,1,0.0,1,0,0,0,0
र्ष्यी,rṣyī,rzyI,1,0.0,0,0,0,1,0
ड्दो,ḍdo,qdo,1,0.0,0,0,0,1,0
ठ्यो,ṭhyo,Wyo,1,0.0,0,0,0,1,0
खिः,khiḥ,KiH,1,0.0,1,0,0,0,0
श्श्रो,śśro,SSro,1,0.0,1,0,0,0,0
ड्ढै,ḍḍhai,qQE,1,0.0,1,0,0,0,0
ङ्क्तोः,ṅktoḥ,NktoH,1,0.0,1,0,0,0,0
न्त्स्वा,ntsvā,ntsvA,1,0.0,1,0,0,0,0
स्स्,ss,ss,1,0.0,1,0,0,0,0
ङ्ते,ṅte,Nte,1,0.0,1,0,0,0,0
ण्ड्वी,ṇḍvī,RqvI,1,0.0,1,0,0,0,0
म्वे,mve,mve,1,0.0,1,0,0,0,0
द्भ्यों,dbhyoṃ,dByoM,1,0.0,1,0,0,0,0
र्प्स्य,rpsya,rpsya,1,0.0,1,0,0,0,0
छ्रौ,chrau,CrO,1,0.0,1,0,0,0,0
ञ्ज्यु,ñjyu,Yjyu,1,0.0,1,0,0,0,0
र्म्र,rmra,rmra,1,0.0,1,0,0,0,0
र्ङ्म,rṅma,rNma,1,0.0,1,0,0,0,0
स्स्थां,ssthāṃ,ssTAM,1,0.0,1,0,0,0,0
स्स्था,ssthā,ssTA,1,0.0,1,0,0,0,0
न्त्ता,nttā,nttA,1,0.0,1,0,0,0,0
ह्न्यं,hnyaṃ,hnyaM,1,0.0,1,0,0,0,0
ग्जु,gju,gju,1,0.0,1,0,0,0,0
क्श्वः,kśvaḥ,kSvaH,1,0.0,1,0,0,0,0
र्खी,rkhī,rKI,1,0.0,0,0,0,1,0
क्छे,kche,kCe,1,0.0,0,0,0,1,0
ड्बा,ḍbā,qbA,1,0.0,0,0,0,1,0
ज्ञ्यः,jñyaḥ,jYyaH,1,0.0,0,0,0,1,0
क्प्रौ,kprau,kprO,1,0.0,0,0,0,1,0
ल्ल्ये,llye,llye,1,0.0,0,0,0,1,0
च्ञं,cñaṃ,cYaM,1,0.0,0,0,0,1,0
न्स्तू,nstū,nstU,1,0.0,0,0,0,1,0
र्द्ध्ये,rddhye,rdDye,1,0.0,0,0,0,1,0
श्र्वे,śrve,Srve,1,0.0,0,0,0,1,0
ग्धीं,gdhīṃ,gDIM,1,0.0,0,0,0,1,0
ज्ञ्यां,jñyāṃ,jYyAM,1,0.0,0,0,0,1,0
न्द्धुं,nddhuṃ,ndDuM,1,0.0,0,0,0,1,0
र्श्यै,rśyai,rSyE,1,0.0,0,0,0,1,0
च्म्ये,cmye,cmye,1,0.0,0,0,0,1,0
द्वोः,dvoḥ,dvoH,1,0.0,0,0,0,1,0
च्म्य्,cmy,cmy,1,0.0,0,0,0,1,0
ट्स्वि,ṭsvi,wsvi,1,0.0,0,0,0,1,0
र्खैः,rkhaiḥ,rKEH,1,0.0,0,0,0,1,0
क्श्वे,kśve,kSve,1,0.0,0,0,0,1,0
त्भा,tbhā,tBA,1,0.0,0,0,0,1,0
त्थ्यां,tthyāṃ,tTyAM,1,0.0,1,0,0,0,0
र्श्वीं,rśvīṃ,rSvIM,1,0.0,1,0,0,0,0
र्ष्ण्यां,rṣṇyāṃ,rzRyAM,1,0.0,1,0,0,0,0
र्णीः,rṇīḥ,rRIH,1,0.0,1,0,0,0,0
र्छं,rchaṃ,rCaM,1,0.0,1,0,0,0,0
र्त्युं,rtyuṃ,rtyuM,1,0.0,1,0,0,0,0
र्कीं,rkīṃ,rkIM,1,0.0,1,0,0,0,0
र्ध्नोः,rdhnoḥ,rDnoH,1,0.0,1,0,0,0,0
ह्म्यः,hmyaḥ,hmyaH,1,0.0,1,0,0,0,0
द्प्र,dpra,dpra,1,0.0,1,0,0,0,0
द्म्ना,dmnā,dmnA,1,0.0,1,0,0,0,0
प्र्यो,pryo,pryo,1,0.0,1,0,0,0,0
द्ध्य्व्,ddhyv,dDyv,1,0.0,1,0,0,0,0
क्श्लो,kślo,kSlo,1,0.0,1,0,0,0,0
श्छाः,śchāḥ,SCAH,1,0.0,0,0,0,0,1
न्क्ष्वे,nkṣve,nkzve,1,0.0,0,0,0,0,1
ङ्ङि,ṅṅi,NNi,1,0.0,1,0,0,0,0
र्ष्वं,rṣvaṃ,rzvaM,1,0.0,1,0,0,0,0
ष्ख,ṣkha,zKa,1,0.0,0,0,1,0,0
थ्छ,thcha,TCa,1,0.0,0,0,1,0,0
ल्लीः,llīḥ,llIH,1,0.0,0,0,0,0,1
द्र्योः,dryoḥ,dryoH,1,0.0,0,0,0,0,1
ख्योः,khyoḥ,KyoH,1,0.0,0,0,1,0,0
य्यि,yyi,yyi,1,0.0,0,0,1,0,0
ल्गे,lge,lge,1,0.0,0,0,1,0,0
न्ध्र्यः,ndhryaḥ,nDryaH,1,0.0,0,0,1,0,0
र्त्रोः,rtroḥ,rtroH,1,0.0,0,0,1,0,0
ग्व्रा,gvrā,gvrA,1,0.0,0,0,1,0,0
ङ्वी,ṅvī,NvI,1,0.0,0,0,1,0,0
त्क्रे,tkre,tkre,1,0.0,0,0,1,0,0
ण्च,ṇca,Rca,1,0.0,0,0,1,0,0
भ्र्तृ,bhrtṛ,Brtf,1,0.0,0,0,1,0,0
र्ह्त,rhta,rhta,1,0.0,0,0,1,0,0
ङ्शा,ṅśā,NSA,1,0.0,1,0,0,0,0
र्द्मा,rdmā,rdmA,1,0.0,1,0,0,0,0
क्ल्या,klyā,klyA,1,0.0,0,0,1,0,0
ब्द्यं,bdyaṃ,bdyaM,1,0.0,0,0,1,0,0
र्ङ्गः,rṅgaḥ,rNgaH,1,0.0,0,0,1,0,0
क्च्यु,kcyu,kcyu,1,0.0,0,0,1,0,0
ट्वै,ṭvai,wvE,1,0.0,0,0,1,0,0
ज्भि,jbhi,jBi,1,0.0,0,0,1,0,0
ञ्ज्ञी,ñjñī,YjYI,1,0.0,0,0,1,0,0
र्प्ता,rptā,rptA,1,0.0,0,0,1,0,0
र्प्तु,rptu,rptu,1,0.0,0,0,1,0,0
ञ्ज्ञ,ñjña,YjYa,1,0.0,0,0,1,0,0
र्प्र,rpra,rpra,1,0.0,0,0,1,0,0
स्जे,sje,sje,1,0.0,0,0,1,0,0
ङ्क्तु,ṅktu,Nktu,1,0.0,0,0,1,0,0
श्र्वां,śrvāṃ,SrvAM,1,0.0,1,0,0,0,0
स्वों,svoṃ,svoM,1,0.0,1,0,0,0,0
च्ञः,cñaḥ,cYaH,1,0.0,1,0,0,0,0
शूः,śūḥ,SUH,1,0.0,1,0,0,0,0
श्श्वो,śśvo,SSvo,1,0.0,1,0,0,0,0
भ्र्व्,bhrv,Brv,1,0.0,1,0,0,0,0
ञ्श्,ñś,YS,1,0.0,1,0,0,0,0
ब्ना,bnā,bnA,1,0.0,1,0,0,0,0
श्शृ,śśṛ,SSf,1,0.0,1,0,0,0,0
स्स्थू,ssthū,ssTU,1,0.0,1,0,0,0,0
स्स्त,ssta,ssta,1,0.0,1,0,0,0,0
ट्स्त,ṭsta,wsta,1,0.0,1,0,0,0,0
श्शे,śśe,SSe,1,0.0,1,0,0,0,0
ध्नौ,dhnau,DnO,1,0.0,1,0,0,0,0
ञ्छ्रै,ñchrai,YCrE,1,0.0,1,0,0,0,0
ङ्क्त्य्,ṅkty,Nkty,1,0.0,1,0,0,0,0
र्द्यि,rdyi,rdyi,1,0.0,0,0,1,0,0
स्वू,svū,svU,1,0.0,0,0,1,0,0
न्द्,nd,nd,1,0.0,0,0,1,0,0
र्वों,rvoṃ,rvoM,1,0.0,0,0,1,0,0
स्म्व,smva,smva,1,0.0,0,0,1,0,0
श्र्धं,śrdhaṃ,SrDaM,1,0.0,0,0,1,0,0
ट्क्रो,ṭkro,wkro,1,0.0,0,1,0,0,0
ड्ध्या,ḍdhyā,qDyA,1,0.0,0,0,1,0,0
ण्वोः,ṇvoḥ,RvoH,1,0.0,0,0,1,0,0
ड्जो,ḍjo,qjo,1,0.0,0,0,1,0,0
न्बी,nbī,nbI,1,0.0,0,0,1,0,0
र्च्यै,rcyai,rcyE,1,0.0,0,0,1,0,0
न्स्प,nspa,nspa,1,0.0,0,0,1,0,0
ड्ढुं,ḍḍhuṃ,qQuM,1,0.0,0,0,1,0,0
तौं,tauṃ,tOM,1,0.0,0,0,1,0,0
न्सः,nsaḥ,nsaH,1,0.0,0,0,1,0,0
म्प्ला,mplā,mplA,1,0.0,0,0,1,0,0
त्वौं,tvauṃ,tvOM,1,0.0,0,0,1,0,0
ण्ठ्यै,ṇṭhyai,RWyE,1,0.0,0,0,1,0,0
ड्घ्नः,ḍghnaḥ,qGnaH,1,0.0,0,0,0,1,0
ञ्श्वा,ñśvā,YSvA,1,0.0,0,1,0,0,0
र्ङ्ग्यं,rṅgyaṃ,rNgyaM,1,0.0,0,1,0,0,0
ञ्शं,ñśaṃ,YSaM,1,0.0,0,1,0,0,0
त्सीं,tsīṃ,tsIM,1,0.0,0,1,0,0,0
ड्ज्ञा,ḍjñā,qjYA,1,0.0,0,1,0,0,0
थ्वै,thvai,TvE,1,0.0,0,1,0,0,0
ल्भां,lbhāṃ,lBAM,1,0.0,0,1,0,0,0
त्न्यं,tnyaṃ,tnyaM,1,0.0,0,1,0,0,0
स्र्याः,sryāḥ,sryAH,1,0.0,0,1,0,0,0
ज्भिः,jbhiḥ,jBiH,1,0.0,0,1,0,0,0
म्सु,msu,msu,1,0.0,0,1,0,0,0
ज्सु,jsu,jsu,1,0.0,0,1,0,0,0
र्त्स्यो,rtsyo,rtsyo,1,0.0,0,1,0,0,0
र्भ्याः,rbhyāḥ,rByAH,1,0.0,0,1,0,0,0
प्लुं,pluṃ,pluM,1,0.0,0,1,0,0,0
न्देः,ndeḥ,ndeH,1,0.0,0,1,0,0,0
ब्द्या,bdyā,bdyA,1,0.0,0,1,0,0,0
ध्वीः,dhvīḥ,DvIH,1,0.0,0,1,0,0,0
न्ध्र्यो,ndhryo,nDryo,1,0.0,0,1,0,0,0
ङ्गूं,ṅgūṃ,NgUM,1,0.0,0,1,0,0,0
र्च्छं,rcchaṃ,rcCaM,1,0.0,0,1,0,0,0
र्ध्नां,rdhnāṃ,rDnAM,1,0.0,0,1,0,0,0
ध्न्यै,dhnyai,DnyE,1,0.0,0,1,0,0,0
र्द्ध्यां,rddhyāṃ,rdDyAM,1,0.0,0,1,0,0,0
