Лемма	Тип	Класс	Залог	Форма	Лицо	Число	Время/наклонение	Примеры
ārabh	Verb	1	P.	ārabhyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
ārabh	Verb	1	P.	ārabhye	First	Sg.	"Imperfect Ind. Passive "	"    1"
ārabh	Verb	1	P.	ārabhyanta	Third	Pl.	"Imperfect Ind. Passive "	"    1"
ārabh	Verb	1	P.	ārabhyeran	Third	Pl.	"Pres. Opt Passive"	"    1"
ārabh	Verb	1	P.	ārambhante	Third	Pl.	"Present Ind."	"    1"
ārabh	Verb	1	P.	ārambhadhvam	Second	Pl.	"Pres. Imp."	"    1"
ārabh	Verb	1	P.	ārebhāthe	Second	Du.	"Perfect Ind."	"    1"
ārabh	Verb	1	P.	ārabhat			"Present Ind."	"    1"
ārabh	Verb	1	P.	ārabdhum			Infinitive	"    1"
ārabh	Verb	1	P.	ārabdhvā			Absolutive	"    1"
āram	Verb	1	P.	ārarāma	Third	Sg.	"Perfect Ind."	"    1"
āram	Verb	1	P.	āramyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
āram	Verb	1	P.	ārama	Second	Sg.	"Pres. Imp."	"    1"
āram	Verb	1	P.	āramat			"Present Ind."	"    1"
āram	Verb	1	P.	āramya			Absolutive	"    1"
ārādhay	Verb	10	Ā	ārādhayeḥ	Second	Sg.	"Pres. Potential"	"    1"
ārādhay	Verb	10	Ā	ārādhayata	Second	Pl.	"Pres. Imp."	"    1"
ārādhay	Verb	10	Ā	ārādhayiṣyasi	Second	Sg.	"Future Ind."	"    1"
ārādhay	Verb	10	Ā	ārādhayiṣyāvaḥ	First	Du.	"Future Ind."	"    1"
ārādhay	Verb	10	Ā	ārādhayāṃcakruḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
ārādhay	Verb	10	Ā	ārādhayate	Third	Sg.	"Present Ind."	"    1"
ārādhay	Verb	10	Ā	ārādhyata	Third	Sg.	"Imperfect Ind. Passive "	"    1"
ārādhay	Verb	10	Ā	ārādhayamāna			"Present Ind."	"    1"
āric	Verb	7	P.	āriṇak	Third	Sg.	"Imperfect ind"	"    1"
āruj	Verb	6	Ā	ārujati	Third	Sg.	"Present Ind."	"    1"
āruj	Verb	6	Ā	ārujanti	Third	Pl.	"Present Ind."	"    1"
āruj	Verb	6	Ā	ārujam	First	Sg.	"Imperfect ind"	"    1"
āruj	Verb	6	Ā	ārujaḥ	Second	Sg.	"Imperfect ind"	"    1"
āruj	Verb	6	Ā	āruroja	Third	Sg.	"Perfect Ind."	"    1"
āruj	Verb	6	Ā	ārujate	Third	Sg.	"Present Ind."	"    1"
āruj	Verb	6	Ā	ārujāsi	Second	Sg.	"Pres. Sub."	"    1"
āruj	Verb	6	Ā	āruje			Infinitive	"    1"
rap	Verb	1	P.	rapāmi	First	Sg.	"Present Ind."	"    1"
rap	Verb	1	P.	rapati	Third	Sg.	"Present Ind."	"    1"
rap	Verb	1	P.	rapema	First	Pl.	"Pres. Potential"	"    1"
ārudh	Verb	7	Ā	ārurudhuḥ	Third	Pl.	"Perfect Ind."	"    1"
ārudh	Verb	7	Ā	ārundhat			"Present Ind."	"    1"
āruh	Verb	6	Ā	ārohasi	Second	Sg.	"Present Ind."	"    1"
āruh	Verb	6	Ā	ārohata	Second	Pl.	"Imperfect ind"	"    1"
āruh	Verb	6	Ā	ārokṣyāmi	First	Sg.	"Future Ind."	"    1"
āruh	Verb	6	Ā	ārokṣyāvaḥ	First	Du.	"Future Ind."	"    1"
āruh	Verb	6	Ā	ārokṣyāmaḥ	First	Pl.	"Future Ind."	"    1"
āruh	Verb	6	Ā	āruhaḥ	Second	Sg.	"Imperfect ind"	"    1"
āruh	Verb	6	Ā	āruhan	Third	Pl.	"Imperfect ind"	"    1"
āruh	Verb	6	Ā	ārohe	First	Sg.	"Present Ind."	"    1"
āruh	Verb	6	Ā	ārohatām	Third	Sg.	"Pres. Imp."	"    1"
āruh	Verb	6	Ā	ārohata	Third	Sg.	"Imperfect ind"	"    1"
āruh	Verb	6	Ā	ārokṣye	First	Sg.	"Future Ind."	"    1"
āruh	Verb	6	Ā	ārokṣyate	Third	Sg.	"Future Ind."	"    1"
āruh	Verb	6	Ā	āruhethāḥ	Second	Sg.	"Pres. Potential"	"    1"
āruh	Verb	6	Ā	āruhemahi	First	Pl.	"Pres. Potential"	"    1"
āruh	Verb	6	Ā	ārurohatuḥ	Third	Du.	"Perfect Ind."	"    1"
āruh	Verb	6	Ā	ārohat	Third	Sg.	"Aorist Jus."	"    1"
āruh	Verb	6	Ā	ārukṣam	First	Sg.	"Aorist Ind. Sa."	"    1"
āruh	Verb	6	Ā	ārohiṣye	First	Sg.	"Future Ind."	"    1"
āruh	Verb	6	Ā	ārohya			"Future passive particle"	"    1"
āruh	Verb	6	Ā	ārūḍhavat			"Past Active Participle"	"    1"
āruh	Verb	6	Ā	āruham			Infinitive	"    1"
āropay	Verb	10	Ā	āropayati	Third	Sg.	"Present Ind."	"    1"
āropay	Verb	10	Ā	āropayeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
āropay	Verb	10	Ā	āropayatu	Third	Sg.	"Pres. Imp."	"    1"
āropay	Verb	10	Ā	āropayata	Second	Pl.	"Pres. Imp."	"    1"
āropay	Verb	10	Ā	āropyante	Third	Pl.	"Present Passive"	"    1"
āropay	Verb	10	Ā	āropayata	Third	Sg.	"Imperfect ind"	"    1"
āropay	Verb	10	Ā	āropayāṃcakre	Third	Sg.	"Perfect Ind. Peri."	"    1"
āropay	Verb	10	Ā	āropayitvā			Absolutive	"    1"
ārdray	Denom.	0	P.	ārdrayanti	Third	Pl.	"Present Ind."	"    1"
ārdray	Denom.	0	P.	ārdrayitvā			Absolutive	"    1"
ārdrīkṛ	Verb	8	P.	ārdrīkuryāt	Third	Sg.	"Pres. Potential"	"    1"
lakṣay	Verb	10	Ā	lakṣayanti	Third	Pl.	"Present Ind."	"    1"
lakṣay	Verb	10	Ā	lakṣayeyam	First	Sg.	"Pres. Potential"	"    1"
lakṣay	Verb	10	Ā	lakṣayeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
lakṣay	Verb	10	Ā	lakṣaya	Second	Sg.	"Pres. Imp."	"    1"
lakṣay	Verb	10	Ā	lakṣayiṣyati	Third	Sg.	"Future Ind."	"    1"
lakṣay	Verb	10	Ā	lakṣayante	Third	Pl.	"Present Ind."	"    1"
lakṣay	Verb	10	Ā	lakṣayethāḥ	Second	Sg.	"Pres. Potential"	"    1"
lakṣay	Verb	10	Ā	lakṣayeran	Third	Pl.	"Pres. Potential"	"    1"
lakṣay	Verb	10	Ā	lakṣayasva	Second	Sg.	"Pres. Imp."	"    1"
lakṣay	Verb	10	Ā	alakṣayata	Third	Sg.	"Imperfect ind"	"    1"
lakṣay	Verb	10	Ā	lakṣayiṣye	First	Sg.	"Future Ind."	"    1"
ālakṣay	Verb	10	Ā	ālakṣayet	Third	Sg.	"Pres. Potential"	"    1"
ālakṣay	Verb	10	Ā	ālakṣyeta	Third	Sg.	"Pres. Opt Passive"	"    1"
ālakṣay	Verb	10	Ā	ālakṣayāmahe	First	Pl.	"Present Ind."	"    1"
ālakṣay	Verb	10	Ā	ālakṣaye	First	Sg.	"Imperfect ind"	"    1"
ālakṣay	Verb	10	Ā	ālakṣayāmāsuḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
ālakṣay	Verb	10	Ā	ālakṣayat			"Present Ind."	"    1"
ālap	Verb	1	P.	ālapasi	Second	Sg.	"Present Ind."	"    1"
ālap	Verb	1	P.	ālapa	Second	Sg.	"Pres. Imp."	"    1"
ālap	Verb	1	P.	ālapam	First	Sg.	"Imperfect ind"	"    1"
ālap	Verb	1	P.	ālapat	Third	Sg.	"Imperfect ind"	"    1"
ālap	Verb	1	P.	ālapiṣyasi	Second	Sg.	"Future Ind."	"    1"
ālap	Verb	1	P.	ālapiṣyati	Third	Sg.	"Future Ind."	"    1"
ālap	Verb	1	P.	ālalāpa	Third	Sg.	"Perfect Ind."	"    1"
ālap	Verb	1	P.	ālapita			"Past Passive Participle"	"    1"
ālabh	Verb	1	P.	ālabhantām	Third	Pl.	"Pres. Imp."	"    1"
ālabh	Verb	1	P.	ālabhe	First	Sg.	"Imperfect ind"	"    1"
ālabh	Verb	1	P.	ālapsyadhve	Second	Pl.	"Future Ind."	"    1"
ālabh	Verb	1	P.	ālabhyante	Third	Pl.	"Present Passive"	"    1"
ālabh	Verb	1	P.	ālabha	Second	Sg.	"Pres. Imp."	"    1"
ālabh	Verb	1	P.	ālabhat	Third	Sg.	"Imperfect ind"	"    1"
ālabh	Verb	1	P.	ālabhyanta	Third	Pl.	"Imperfect Ind. Passive "	"    1"
ālabh	Verb	1	P.	ālabhamāna			"Present Ind."	"    1"
ālabh	Verb	1	P.	ālambhanīya			"Future passive particle"	"    1"
ālabh	Verb	1	P.	ālabhya			"Future passive particle"	"    1"
ālabh	Verb	1	P.	ālambham			Absolutive	"    1"
ālabh	Verb	1	P.	ālebhāna			"Perfect Ind."	"    1"
ālambhay	Verb	10	P.	ālambhayati	Third	Sg.	"Present Ind."	"    1"
ālambhay	Verb	10	P.	ālambhita			"Past Passive Participle"	"    1"
ālamb	Verb	1	P.	ālambe	First	Sg.	"Present Ind."	"    1"
ālamb	Verb	1	P.	ālambase	Second	Sg.	"Present Ind."	"    1"
ālamb	Verb	1	P.	ālambante	Third	Pl.	"Present Ind."	"    1"
ālamb	Verb	1	P.	ālambanti	Third	Pl.	"Present Ind."	"    1"
ālamb	Verb	1	P.	ālambatām	Third	Sg.	"Pres. Imp."	"    1"
ālamb	Verb	1	P.	ālambitavat			"Past Active Participle"	"    1"
ālikh	Verb	6	P.	ālikhanti	Third	Pl.	"Present Ind."	"    1"
ālikh	Verb	6	P.	ālikham	First	Sg.	"Imperfect ind"	"    1"
ālikh	Verb	6	P.	ālekhanīya			"Future passive particle"	"    1"
āliṅgay	Verb	10	P.	āliṅgayeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
āliṅgay	Verb	10	P.	āliṅgayat			"Present Ind."	"    1"
āliṅgay	Verb	10	P.	āliṅgayitum			Infinitive	"    1"
ālip	Verb	6	Ā	ālimpati	Third	Sg.	"Present Ind."	"    1"
ālip	Verb	6	Ā	ālipat	Third	Sg.	"Aorist Ind. Them."	"    1"
ālip	Verb	6	Ā	ālimpat			"Present Ind."	"    1"
ālih	Verb	6	P.	ālihet	Third	Sg.	"Pres. Potential"	"    1"
ālih	Verb	6	P.	ālihāna			"Present Ind."	"    1"
āluñc	Verb	1	P.	āluñcat			"Present Ind."	"    1"
āloḍay	Verb	10	P.	āloḍyate	Third	Sg.	"Present Passive"	"    1"
āloḍay	Verb	10	P.	āloḍyamāna			"Present Passive"	"    1"
āloḍay	Verb	10	P.	āloḍayitvā			Absolutive	"    1"
ālup	Verb	6	P.	ālupyate	Third	Sg.	"Present Passive"	"    1"
ālup	Verb	6	P.	ālupta			"Past Passive Participle"	"    1"
ālup	Verb	6	P.	ālupya			Absolutive	"    1"
ālokay	Verb	10	Ā	ālokayāmi	First	Sg.	"Present Ind."	"    1"
ālokay	Verb	10	Ā	ālokayati	Third	Sg.	"Present Ind."	"    1"
ālokay	Verb	10	Ā	ālokayāvaḥ	First	Du.	"Present Ind."	"    1"
ālokay	Verb	10	Ā	ālokayāmaḥ	First	Pl.	"Present Ind."	"    1"
ālokay	Verb	10	Ā	ālokayanti	Third	Pl.	"Present Ind."	"    1"
ālokay	Verb	10	Ā	ālokayiṣyāmaḥ	First	Pl.	"Future Ind."	"    1"
ālokay	Verb	10	Ā	ālokaya	Second	Sg.	"Pres. Imp."	"    1"
ālokay	Verb	10	Ā	ālokyante	Third	Pl.	"Present Passive"	"    1"
ālokay	Verb	10	Ā	ālokayate	Third	Sg.	"Present Ind."	"    1"
ālokay	Verb	10	Ā	ālokyamāna			"Present Passive"	"    1"
ālocay	Verb	10	Ā	ālocayanti	Third	Pl.	"Present Ind."	"    1"
ālocay	Verb	10	Ā	ālocayet	Third	Sg.	"Pres. Potential"	"    1"
ālocay	Verb	10	Ā	ālocayate	Third	Sg.	"Present Ind."	"    1"
āvac	Verb	3	P.	āvakṣyati	Third	Sg.	"Future Ind."	"    1"
āvac	Verb	3	P.	okta			"Past Passive Participle"	"    1"
āvad	Verb	1	P.	āvadāmi	First	Sg.	"Present Ind."	"    1"
āvad	Verb	1	P.	āvadema	First	Pl.	"Pres. Potential"	"    1"
āvadh	Verb	1	P.	āvadhīt	Third	Sg.	"Aorist Ind. Is."	"    1"
āvap	Verb	1	Ā	āvapāmi	First	Sg.	"Present Ind."	"    1"
āvap	Verb	1	Ā	āvapata	Second	Pl.	"Pres. Imp."	"    1"
āvap	Verb	1	Ā	opiṣe	Second	Sg.	"Perfect Ind."	"    1"
āvap	Verb	1	Ā	āvapeta	Third	Sg.	"Pres. Potential"	"    1"
āvap	Verb	1	Ā	āvaperan			"Pres. Potential"	"    1"
āvap	Verb	1	Ā	opyamāna			"Present Passive"	"    1"
āvalg	Verb	1	Ā	āvavalguḥ	Third	Pl.	"Perfect Ind."	"    1"
āvalg	Verb	1	Ā	āvalgamāna			"Present Ind."	"    1"
āvas	Verb	1	Ā	āvasatha	Second	Pl.	"Present Ind."	"    1"
āvas	Verb	1	Ā	āvase	First	Sg.	"Present Ind."	"    1"
āvas	Verb	1	Ā	āvasitum			Infinitive	"    1"
āvāsay	Verb	10	P.	āvāsayiṣyāmi	First	Sg.	"Future Ind."	"    1"
āvāsay	Verb	10	P.	āvāsayat			"Present Ind."	"    1"
āvah	Verb	4	P.	āvahatu	Third	Sg.	"Pres. Imp."	"    1"
āvah	Verb	4	P.	āvahante	Third	Pl.	"Present Ind."	"    1"
āvah	Verb	4	P.	ohiṣe	Second	Sg.	"Perfect Ind."	"    1"
āvah	Verb	4	P.	ohate	Third	Du.	"Perfect Ind."	"    1"
āvah	Verb	4	P.	ohire	Third	Pl.	"Perfect Ind."	"    1"
āvah	Verb	4	P.	auhyata	Third	Sg.	"Imperfect Ind. Passive "	"    1"
āvah	Verb	4	P.	āvākṣuḥ	Third	Pl.	"Aorist Ind. S."	"    1"
āvah	Verb	4	P.	āvahāt	Third	Sg.	"Pres. Sub."	"    1"
āvah	Verb	4	P.	oḍha			"Past Passive Participle"	"    1"
āvah	Verb	4	P.	āvahamāna			"Present Ind."	"    1"
āvāhay	Verb	10	Ā	āvāhayanti	Third	Pl.	"Present Ind."	"    1"
āvāhay	Verb	10	Ā	āvāhayiṣyāmi	First	Sg.	"Future Ind."	"    1"
āvāhay	Verb	10	Ā	āvāhayasva	Second	Sg.	"Pres. Imp."	"    1"
āvāhay	Verb	10	Ā	āvāhayiṣye	First	Sg.	"Future Ind."	"    1"
āvāhay	Verb	10	Ā	āvāhayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
āvā	Verb	2	P.	āvāna			"Past Passive Participle"	"    1"
āveday	Verb	10	Ā	āvedayanti	Third	Pl.	"Present Ind."	"    1"
āveday	Verb	10	Ā	āvedayet	Third	Sg.	"Pres. Potential"	"    1"
āveday	Verb	10	Ā	āvedayeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
āveday	Verb	10	Ā	āvedayiṣyasi	Second	Sg.	"Future Ind."	"    1"
āveday	Verb	10	Ā	āvedayiṣyati	Third	Sg.	"Future Ind."	"    1"
āveday	Verb	10	Ā	āvedayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
āveday	Verb	10	Ā	āvedayāṃcakruḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
āveday	Verb	10	Ā	āvedayate	Third	Sg.	"Present Ind."	"    1"
āveday	Verb	10	Ā	āvedayasva	Second	Sg.	"Pres. Imp."	"    1"
āveday	Verb	10	Ā	āvedyamāna			"Present Passive"	"    1"
āvid	Verb	6	Ā	āvividre	Third	Pl.	"Perfect Ind."	"    1"
āvid	Verb	6	Ā	āvindatu	Third	Sg.	"Pres. Imp."	"    1"
āvid	Verb	6	Ā	āvide			Infinitive	"    1"
āviś	Verb	6	Ā	āviśataḥ	Third	Du.	"Present Ind."	"    1"
āviś	Verb	6	Ā	āviśatu	Third	Sg.	"Pres. Imp."	"    1"
āviś	Verb	6	Ā	āvekṣyati	Third	Sg.	"Future Ind."	"    1"
āviś	Verb	6	Ā	āviviśatuḥ	Third	Du.	"Perfect Ind."	"    1"
āviś	Verb	6	Ā	āviśe	First	Sg.	"Present Ind."	"    1"
āviś	Verb	6	Ā	āviśatām	Third	Sg.	"Pres. Imp."	"    1"
āviś	Verb	6	Ā	āviśanta	Third	Pl.	"Imperfect ind"	"    1"
āviś	Verb	6	Ā	āviveśīḥ	Second	Sg.	"Plp. ind."	"    1"
āviś	Verb	6	Ā	āvekṣyat			"Future Ind."	"    1"
āviś	Verb	6	Ā	āviśyamāna			"Present Passive"	"    1"
āviś	Verb	6	Ā	āviśatum			Infinitive	"    1"
āveśay	Verb	10	P.	āveśayāmi	First	Sg.	"Present Ind."	"    1"
āveśay	Verb	10	P.	āveśayaḥ	Second	Sg.	"Imperfect ind"	"    1"
āveśay	Verb	10	P.	āveśayat	Third	Sg.	"Imperfect ind"	"    1"
āveśay	Verb	10	P.	āveśyate	Third	Sg.	"Present Passive"	"    1"
āveśay	Verb	10	P.	āveśayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
āveśay	Verb	10	P.	āveśyamāna			"Present Passive"	"    1"
āvirbhū	Verb	1	P.	āvirbhavāmi	First	Sg.	"Present Ind."	"    1"
āvirbhū	Verb	1	P.	āvirbhavet	Third	Sg.	"Pres. Potential"	"    1"
āvirbhū	Verb	1	P.	āvirabhavat	Third	Sg.	"Imperfect ind"	"    1"
āviṣkṛ	Verb	8	Ā	āviracīkarat	Third	Sg.	"Aorist Ind. Red."	"    1"
āviṣkṛ	Verb	8	Ā	āviṣkṛṇvanti	Third	Pl.	"Present Ind."	"    1"
āvṛ	Verb	5	Ā	āvṛṇvanti	Third	Pl.	"Present Ind."	"    1"
āvṛ	Verb	5	Ā	āvṛṇute	Third	Sg.	"Present Ind."	"    1"
āvṛ	Verb	5	Ā	āvṛṇuta	Second	Pl.	"Pres. Imp."	"    1"
āvṛ	Verb	5	Ā	āvaritum			Infinitive	"    1"
āvṛ	Verb	5	Ā	āvārya			"Future passive particle"	"    1"
āvṛ	Verb	5	Ā	āvaraṇīya			"Future passive particle"	"    1"
āvāray	Verb	10	P.	āvārayanti	Third	Pl.	"Present Ind."	"    1"
āvāray	Verb	10	P.	āvāraya	Second	Sg.	"Pres. Imp."	"    1"
āvāray	Verb	10	P.	āvārayat	Third	Sg.	"Imperfect ind"	"    1"
āvāray	Verb	10	P.	āvārayiṣyati	Third	Sg.	"Future Ind."	"    1"
āvāray	Verb	10	P.	āvārayiṣyanti	Third	Pl.	"Future Ind."	"    1"
āvāray	Verb	10	P.	āvārayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
āvāray	Verb	10	P.	āvārayat			"Present Ind."	"    1"
āvṛ	Verb	9	P.	āvṛṇate	Third	Pl.	"Present Ind."	"    1"
āvṛ	Verb	9	P.	āvṛṇi	First	Sg.	"Imperfect ind"	"    1"
āvṛ	Verb	9	P.	āvriyate	Third	Sg.	"Present Passive"	"    1"
āvṛ	Verb	9	P.	āvarat	Third	Sg.	"Aorist Sub."	"    1"
āvṛ	Verb	9	P.	āvṛṇāna			"Present Ind."	"    1"
āvṛ	Verb	9	P.	āvṛta			"Past Passive Participle"	"    1"
āvṛj	Verb	7	Ā	āvṛñjata	Third	Pl.	"Imperfect ind"	"    1"
āvṛj	Verb	7	Ā	āvṛkṣam	First	Sg.	"Aorist Ind. Sa."	"    1"
āvṛj	Verb	7	Ā	āvarjate	Third	Sg.	"Aorist Sub."	"    1"
āvṛj	Verb	7	Ā	āvṛṇak	Second	Sg.	"Imperfect ind"	"    1"
āvarjay	Verb	10	P.	āvarjayeyam	First	Sg.	"Pres. Potential"	"    1"
āvarjay	Verb	10	P.	āvarjayetām	Third	Du.	"Pres. Potential"	"    1"
āvarjay	Verb	10	P.	āvarjayat	Third	Sg.	"Imperfect ind"	"    1"
āvarjay	Verb	10	P.	āvarjayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
āvarjay	Verb	10	P.	āvarjyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
āvarjay	Verb	10	P.	āvarjayitvā			Absolutive	"    1"
āvṛt	Verb	1	Ā	āvartase	Second	Sg.	"Present Ind."	"    1"
āvṛt	Verb	1	Ā	āvarteya	First	Sg.	"Pres. Potential"	"    1"
āvṛt	Verb	1	Ā	āvarteran	Third	Pl.	"Pres. Potential"	"    1"
āvṛt	Verb	1	Ā	āvartasva	Second	Sg.	"Pres. Imp."	"    1"
āvṛt	Verb	1	Ā	āvartanta	Third	Pl.	"Imperfect ind"	"    1"
āvṛt	Verb	1	Ā	āvarteyam	First	Sg.	"Pres. Potential"	"    1"
āvṛt	Verb	1	Ā	āvavartati	Third	Sg.	"Perfect Sub"	"    1"
āvṛt	Verb	1	Ā	āvart	Third	Sg.	"Aorist Ind. Root."	"    1"
āvṛt	Verb	1	Ā	āvṛte			Infinitive	"    1"
āvartay	Verb	10	Ā	āvartayāmi	First	Sg.	"Present Ind."	"    1"
āvartay	Verb	10	Ā	āvartayeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
āvartay	Verb	10	Ā	āvartayat	Third	Sg.	"Imperfect ind"	"    1"
āvartay	Verb	10	Ā	āvartayan	Third	Pl.	"Imperfect ind"	"    1"
āvartay	Verb	10	Ā	āvartayiṣyati	Third	Sg.	"Future Ind."	"    1"
āvartay	Verb	10	Ā	āvartayate	Third	Sg.	"Present Ind."	"    1"
āvartay	Verb	10	Ā	āvartayeran	Third	Pl.	"Pres. Potential"	"    1"
āvartay	Verb	10	Ā	āvartayasva	Second	Sg.	"Pres. Imp."	"    1"
āvartay	Verb	10	Ā	āvartayadhvam	Second	Pl.	"Pres. Imp."	"    1"
āvartay	Verb	10	Ā	āvartayitā	Third	Sg.	"Future. Ind. Peri."	"    1"
āvṛh	Verb	6	P.	āvṛḍha			"Past Passive Participle"	"    1"
āve	Verb	4	P.	āvayataḥ	Third	Du.	"Present Ind."	"    1"
āve	Verb	4	P.	āvayaḥ	Second	Sg.	"Imperfect ind"	"    1"
āveṣṭ	Verb	1	Ā	āveṣṭyamāna			"Present Passive"	"    1"
āveṣṭay	Verb	10	Ā	āveṣṭayati	Third	Sg.	"Present Ind."	"    1"
āveṣṭay	Verb	10	Ā	āveṣṭayata	Third	Sg.	"Imperfect ind"	"    1"
āvyadh	Verb	4	Ā	āvidhyati	Third	Sg.	"Present Ind."	"    1"
āvyadh	Verb	4	Ā	āvidhyan	Third	Pl.	"Imperfect ind"	"    1"
āvraj	Verb	1	Ā	āvrajaḥ	Second	Sg.	"Imperfect ind"	"    1"
āvraj	Verb	1	Ā	āvrajethāḥ	Second	Sg.	"Pres. Potential"	"    1"
āvraj	Verb	1	Ā	āvrajeta	Third	Sg.	"Pres. Potential"	"    1"
āvraj	Verb	1	Ā	āvrajamāna			"Present Ind."	"    1"
āvraśc	Verb	6	Ā	āvṛścante	Third	Pl.	"Present Ind."	"    1"
āvraśc	Verb	6	Ā	āvṛścyate	Third	Sg.	"Present Passive"	"    1"
āś	Verb	5	Ā	ānaśāte	Third	Du.	"Perfect Ind."	"    1"
āś	Verb	5	Ā	āśivas			"Perfect Ind."	"    1"
āśaṁs	Verb	2	Ā	āśaṃsāmi	First	Sg.	"Present Ind."	"    1"
āśaṁs	Verb	2	Ā	āśaṃset	Third	Sg.	"Pres. Potential"	"    1"
āśaṁs	Verb	2	Ā	āśaṃsiṣuḥ	Third	Pl.	"Aorist Ind. Is."	"    1"
āśaṁs	Verb	2	Ā	āśaṃsete	Third	Du.	"Present Ind."	"    1"
āśaṁs	Verb	2	Ā	āśaṃsire	Third	Pl.	"Perfect Ind."	"    1"
āśaṁs	Verb	2	Ā	āśaṃsīta	Third	Sg.	"Pres. Potential"	"    1"
āśaṁs	Verb	2	Ā	āśaṃsata	Third	Sg.	"Imperfect ind"	"    1"
āśaṁs	Verb	2	Ā	āśasta			"Past Passive Participle"	"    1"
āśaṁs	Verb	2	Ā	āśaṃsāna			"Present Ind."	"    1"
śaṁsay	Verb	10	P.	śaṃsayāni	First	Sg.	"Pres. Imp."	"    1"
spṛhay	Verb	10	Ā	aspṛhayam	First	Sg.	"Imperfect ind"	"    1"
spṛhay	Verb	10	Ā	spṛhayiṣyasi	Second	Sg.	"Future Ind."	"    1"
spṛhay	Verb	10	Ā	spṛhaye	First	Sg.	"Present Ind."	"    1"
spṛhay	Verb	10	Ā	spṛhayase	Second	Sg.	"Present Ind."	"    1"
spṛhay	Verb	10	Ā	spṛhayāmahe	First	Pl.	"Present Ind."	"    1"
spṛhay	Verb	10	Ā	spṛhayante	Third	Pl.	"Present Ind."	"    1"
spṛhay	Verb	10	Ā	spṛhayāṃcakāra	Third	Sg.	"Perfect Ind. Peri."	"    1"
spṛhay	Verb	10	Ā	spṛhayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
snu	Verb	2	Ā	snuvanti	Third	Pl.	"Present Ind."	"    1"
spand	Verb	1	P.	spandante	Third	Pl.	"Present Ind."	"    1"
spand	Verb	1	P.	spandeyātām	Third	Du.	"Pres. Potential"	"    1"
spand	Verb	1	P.	paspande	Third	Sg.	"Perfect Ind."	"    1"
spand	Verb	1	P.	spanditavya			"Future passive particle"	"    1"
spand	Verb	1	P.	spandat			"Present Ind."	"    1"
āśaṅk	Verb	1	P.	āśaṅkate	Third	Sg.	"Present Ind."	"    1"
āśaṅk	Verb	1	P.	āśaṅkeḥ	Second	Sg.	"Pres. Potential"	"    1"
āśaṅk	Verb	1	P.	āśaṅkyeta	Third	Sg.	"Pres. Opt Passive"	"    1"
āśaṅk	Verb	1	P.	āśaśaṅke	Third	Sg.	"Perfect Ind."	"    1"
āśaṅk	Verb	1	P.	āśaṅkya			"Future passive particle"	"    1"
āśaṅk	Verb	1	P.	āśaṅkat			"Present Ind."	"    1"
āśās	Verb	1	P.	āśāset	Third	Sg.	"Pres. Potential"	"    1"
āśās	Verb	1	P.	āśādhi	Second	Sg.	"Pres. Imp."	"    1"
āśās	Verb	1	P.	āśāsta	Second	Pl.	"Pres. Imp."	"    1"
āśās	Verb	1	P.	āśāsiṣye	First	Sg.	"Future Ind."	"    1"
āśās	Verb	1	P.	āśāstāraḥ	Third	Pl.	"Future. Ind. Peri."	"    1"
āśās	Verb	1	P.	āśāsyamāna			"Present Passive"	"    1"
āśās	Verb	1	P.	āśāsitavya			"Future passive particle"	"    1"
spanday	Verb	10	Ā	spandayanti	Third	Pl.	"Present Ind."	"    1"
spanday	Verb	10	Ā	spandayet	Third	Sg.	"Pres. Potential"	"    1"
spanday	Verb	10	Ā	spandayate	Third	Sg.	"Present Ind."	"    1"
spanday	Verb	10	Ā	spandayitavya			"Future passive particle"	"    1"
āśī	Verb	1	P.	āśayiṣṭhāḥ	Second	Sg.	"Aorist Ind. Is."	"    1"
āśī	Verb	1	P.	āśayya			Absolutive	"    1"
āśri	Verb	1	Ā	āśrayāmaḥ	First	Pl.	"Present Ind."	"    1"
āśri	Verb	1	Ā	āśrayema	First	Pl.	"Pres. Potential"	"    1"
āśri	Verb	1	Ā	āśrayatu	Third	Sg.	"Pres. Imp."	"    1"
āśri	Verb	1	Ā	āśiśrāya	Third	Sg.	"Perfect Ind."	"    1"
āśri	Verb	1	Ā	āśrīyante	Third	Pl.	"Present Passive"	"    1"
āśri	Verb	1	Ā	āśrayiṣye	First	Sg.	"Future Ind."	"    1"
āśri	Verb	1	Ā	āśrayasva	Second	Sg.	"Pres. Imp."	"    1"
